,sampletype,Blank,Blank,Control13Cglc,Control13Cglc,Control13Cglc,FASN,FASN,FASN,FADS2,FADS2,FADS2,SCD,SCD,SCD
Compound,Label,X20210713_inhib_blank01.mzXML,X20210713_inhib_blank02.mzXML,X20210713_inhib_s01_CONTROL_glc.mzXML,X20210713_inhib_s02_CONTROL_glc.mzXML,X20210713_inhib_s03_CONTROL_glc.mzXML,X20210713_inhib_s07_FASN.mzXML,X20210713_inhib_s08_FASN.mzXML,X20210713_inhib_s09_FASN.mzXML,X20210713_inhib_s13_FADS2.mzXML,X20210713_inhib_s14_FADS2.mzXML,X20210713_inhib_s15_FADS2.mzXML,X20210713_inhib_s19_SCD.mzXML,X20210713_inhib_s20_SCD.mzXML,X20210713_inhib_s21_SCD.mzXML
FA(20:2)nx,3,0,0,2841509.012,5543075.622,4936151.884,1071637.129,3034134.227,3756545.495,0,0,502552.3213,1057216.362,3485912.176,2693304.715
FA(20:2)nx,4,0,0,2922094.281,5446330.275,4770990.637,488152.627,1560882.854,1845959.342,0,0,598830.6672,205870.0044,905093.76,687118.7217
FA(20:2)nx,5,0,0,381661.1614,824996.1704,682855.0281,0,173409.4543,215616.6558,0,0,0,0,0,0
FA(20:2)nx,6,0,0,0,0,129658.0608,0,0,0,0,0,0,0,0,0
FA(20:2)nx,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FA(20:2)nx,8,0,0,41703.2854,0,0,0,0,0,0,0,0,0,0,0
FA(20:2)nx,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FA(20:2)nx,10,0,0,0,0,510937.5437,0,0,0,0,0,0,0,0,0
FA(20:2)nx,11,0,0,0,473897.6516,438971.0146,0,0,0,0,0,0,0,0,0
FA(20:2)nx,12,0,0,0,1613000.854,1482832.602,0,0,0,0,0,0,0,0,0
FA(20:2)nx,13,0,0,0,1289885.714,1180043.328,0,0,0,0,0,0,0,0,0
FA(20:2)nx,14,0,0,0,3623817.065,3195322.451,0,0,0,0,0,0,0,0,0
FA(20:2)nx,15,0,0,0,2183400.438,1982112.956,0,0,0,0,0,0,0,0,0
FA(20:2)nx,16,0,0,0,5144362.043,4575072.633,0,0,0,0,0,0,0,0,0
FA(20:2)nx,17,0,0,1187560.796,2174416.574,1929953.896,0,0,0,0,0,0,0,0,0
FA(20:2)nx,18,0,0,2449284.092,4540612.562,3999527.245,0,0,0,0,0,0,0,0,0
FA(20:2)nx,19,0,0,486268.6177,995695.9675,828857.3943,0,0,0,0,0,0,0,0,0
FA(20:2)nx,20,0,0,868284.2202,1748386.136,1432456.879,0,0,0,0,0,0,0,0,0
FA(20:2)ny,0,436530.8545,441793.0415,6422926.736,11838697.21,12043429.73,2686690.198,7136265.408,9682335.879,1649460.637,11392485.93,12273563.2,4910558.99,13782817.66,10731909.51
FA(20:2)ny,1,0,0,1963719.811,3773938.166,3284771.445,510333.1108,1642953.446,2286857.341,405048.5498,2800366.124,3917037.219,1023203.18,2930188.506,2387665.888
FA(20:2)ny,2,0,0,9502702.728,18745705.49,14465350.3,1256992.045,3582763.644,5482473.811,1831366.22,12660277.75,17269226.82,2024994.018,7414647.593,5790146.672
FA(20:2)ny,3,0,0,1768189.057,3464537.439,2976463.6,150403.0889,651651.6995,946655.7627,231534.5298,2326377.35,2903763.664,306275.8008,1255131.754,1050407.47
FA(20:2)ny,4,0,0,1844715.493,3817588.348,3289915.112,62965.9751,290103.9336,432758.772,211358.6592,1841959.756,2275489.45,0,0,526643.7534
FA(20:2)ny,5,0,0,218285.9053,531514.4338,409268.7639,0,0,0,0,221528.1191,346264.3733,0,0,0
FA(20:2)ny,6,0,0,0,0,81664.27734,0,0,0,0,0,93192.72949,0,0,0
FA(20:2)ny,7,0,0,0,0,5684.867676,0,0,0,0,0,0,0,0,0
FA(20:2)ny,8,0,0,0,0,45959.49292,0,0,0,0,0,56851.20117,0,0,0
FA(20:2)ny,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FA(20:2)ny,10,0,0,96652.85547,275626.5457,276772.6506,0,0,0,0,0,331444.927,0,0,0
FA(20:2)ny,11,0,0,104984.7839,250396.8313,242608.8726,0,0,0,680.536377,116713.4478,191097.8152,0,0,0
FA(20:2)ny,12,0,0,0,944025.6475,946149.6145,0,0,0,0,521744.7219,0,2078.043701,0,0
FA(20:2)ny,13,0,0,305172.7983,823852.2803,648817.9636,0,0,0,0,317331.5815,466110.8157,0,0,0
FA(20:2)ny,14,0,0,1065312.079,2208690.611,1845158.012,0,0,0,108330.9961,1070054.323,1592808.705,0,0,0
FA(20:2)ny,15,0,0,609008.4573,1321747.546,1137390.594,0,0,0,39344.70239,454285.7649,668276.1597,0,0,0
FA(20:2)ny,16,0,0,1611200.382,3028930.857,2669639.524,0,0,0,142228.959,1316690.24,1923375.871,0,0,0
FA(20:2)ny,17,0,0,633358.3752,1289104.016,1185711.939,0,0,0,0,386110.2134,593813.5505,0,0,0
FA(20:2)ny,18,0,0,1373203.309,2625547.27,2295925.315,0,0,0,118774.187,949009.5652,1367027.484,0,0,0
FA(20:2)ny,19,0,0,230574.0479,548937.5811,458394.998,0,0,0,0,112464.0627,169908.843,0,0,0
FA(20:2)ny,20,0,0,482064.1716,970147.2612,861033.3545,0,0,0,0,262156.8789,444813.1079,0,0,0
FA(20:3)n6,0,647130.5146,417182.918,353594215.4,466732474.4,431079040.4,177783284.6,413103189,443530979.3,82174353.53,411484554.6,424304028.7,257377288.9,482477650,404670222.7
FA(20:3)n6,1,0,0,79697308.38,105146354.8,96261266.85,40475473.55,98444720.71,105302396.8,16730740.59,88502563.15,92004974.28,55257798.23,106569375.4,88941965.5
FA(20:3)n6,2,0,0,74929199.07,98938705.73,89421755.34,52448468.9,123440833.9,131964800.9,4979537.807,24098186.62,27054475.22,48499643.67,89594891.36,73817724.44
FA(20:3)n6,3,0,0,12546706.42,16258915.81,14538378.1,9136339.986,20705681.78,21723831.65,760055.5613,3648329.62,4239749.793,8097727.537,14541290.43,12073859.07
FA(20:3)n6,4,0,0,3733400.738,4913073.402,4439072.829,1826052.248,4321526.005,4483238.969,725251.4685,3912672.802,3925342.857,1917348.893,3364421.027,3002917.88
FA(20:3)n6,5,0,0,429472.5674,659347.2715,528609.6431,160512.1846,441421.009,455636.104,0,585158.9688,594832.2651,183514.9172,457217.4725,334804.5574
FA(20:3)n6,6,0,0,12025.27612,0,0,0,0,0,0,9863.734863,0,0,0,0
FA(20:3)n6,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FA(20:3)n6,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FA(20:3)n6,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FA(20:3)n6,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FA(20:3)n6,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FA(20:3)n6,12,0,0,0,51212.77051,69608.12891,58103.45215,31428.04858,62601.35986,0,0,0,0,61907.46655,0
FA(20:3)n6,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FA(20:3)n6,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FA(20:3)n6,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FA(20:3)n6,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FA(20:3)n6,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FA(20:3)n6,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FA(20:3)n6,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FA(20:3)n6,20,0,0,0,0,0,0,0,0,0,0,0,14093.32056,0,0
FA(20:3)n9,0,1192829.745,934651.9319,98210573.56,142721806.2,132795338.7,44008125.52,105691294,123515073.2,21004624.98,112496717.5,122384760.6,93352366.52,177669620.1,147432703.6
FA(20:3)n9,1,0,0,25146122.02,35297768.35,31983950.97,10189813.61,24994021.4,28028353.54,4265191.32,23428968.63,25543453.5,20685132.59,39404483.47,32334628.16
FA(20:3)n9,2,0,1403.987061,71568375.54,104047805.3,91969999.2,14689291.27,34464062.6,40122418.08,1177443.391,6401044.391,6727419.113,31774888.28,65166079.35,53122815.34
FA(20:3)n9,3,0,0,14009945.37,19826028.91,17859171.48,2721340.484,6578211.66,7460054.105,132255.9666,1004102.729,1056847.945,5642825.901,11483331.08,9452198.01
FA(20:3)n9,4,0,0,12174115.68,17671883.24,15504938.61,1411381.814,3449884.432,3982027.638,171375.2134,1343216.741,1366848.693,1105835.906,2542929.117,2068831.678
FA(20:3)n9,5,0,0,1801045.099,2731892.131,2392979.396,129659.8481,442112.5708,518134.3108,0,0,160906.4817,77783.8999,234770.6804,206754.3159
FA(20:3)n9,6,0,0,483291.968,707808.9937,683254.3179,0,0,54796.68384,0,0,0,0,1573.729004,0
FA(20:3)n9,7,0,0,0,119884.7825,128521.9902,0,0,0,0,0,0,0,0,0
FA(20:3)n9,8,0,0,345045.533,0,482432.762,0,0,0,0,0,0,0,0,0
FA(20:3)n9,9,0,0,283782.46,0,399554.6621,0,0,0,0,0,0,0,0,0
FA(20:3)n9,10,0,0,1337835.18,1859508.183,1665761.046,0,0,0,0,0,0,0,0,0
FA(20:3)n9,11,0,0,1198159.558,1685310.86,1511516.523,0,0,0,0,0,0,0,0,0
FA(20:3)n9,12,0,0,3810854.085,5315124.757,4923271.545,0,0,0,0,0,0,0,0,0
FA(20:3)n9,13,0,0,2975090.782,4162193.856,3655415.839,0,0,0,0,0,0,0,0,0
FA(20:3)n9,14,0,0,7787432.388,10807907.14,9664281.985,0,0,3812.068115,0,0,0,0,0,0
FA(20:3)n9,15,0,0,4762026.126,6668584.016,5965953.908,0,0,0,0,0,0,0,0,0
FA(20:3)n9,16,0,0,10611321.8,14644443.62,13092393.56,2165.754395,0,0,0,0,0,0,0,0
FA(20:3)n9,17,0,0,4616991.791,6406425.73,5840849.251,0,0,0,0,0,0,0,0,0
FA(20:3)n9,18,0,0,8810795.58,12341901.67,11021123.69,0,0,0,0,0,0,0,0,0
FA(20:3)n9,19,0,0,1919815.364,2823795.38,2450021.603,0,0,0,0,0,0,0,0,0
FA(20:3)n9,20,0,0,3300596.74,4752702.448,4221656.141,0,0,0,0,5200.314941,0,0,0,0
FA(20:4)n6,0,4446636.003,3793716.021,3132351524,3623544219,3321885993,1982764429,3429297735,3490014821,1120440806,3610009129,3578515367,2746138753,3534151265,3238411293
FA(20:4)n6,1,0,0,689454319.9,799477270.9,731891688.8,438229233.2,755235712,769090358.6,243241304.4,794756254.6,785525688.3,602224498.8,776621833,712548111.8
FA(20:4)n6,2,0,0,94953636.55,112976247.2,102651323.2,76712759.81,138247775.2,138646575,23216350.16,77061316.54,76588354.93,91418147.73,109822770,99767092.68
FA(20:4)n6,3,0,0,9727312.653,11508758.95,10246745.47,8916834.95,15928985.36,16001934.92,1798861.621,5572462.225,5809919.748,10070059.77,10861401.66,9936362.404
FA(20:4)n6,4,0,0,1932859.932,2322715.066,2186951.956,1568564.146,2935137.084,2910214.809,537155.814,2140637.77,2156950.907,1648172.183,1733953.869,1608921.894
FA(20:4)n6,5,0,0,45516.2417,267597.5598,114721.816,0,139302.9048,147419.9102,12951.76953,72471.83203,133938.2483,111593.2002,0,105989.1038
FA(20:4)n6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FA(20:4)n6,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FA(20:4)n6,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FA(20:4)n6,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FA(20:4)n6,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FA(20:4)n6,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FA(20:4)n6,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FA(20:4)n6,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FA(20:4)n6,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FA(20:4)n6,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FA(20:4)n6,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FA(20:4)n6,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FA(20:4)n6,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FA(20:4)n6,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FA(20:4)n6,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FA(20:5)n3,0,415100.4678,293329.5391,254599526.5,290341714.7,278744109.1,138534060.8,202383010.7,205784381.9,91558972.03,239366168.3,235849641.4,254257066.7,297140727.9,277075608.3
FA(20:5)n3,1,0,0,55281049.14,62148856.5,59836352.49,28732168.78,43260068.9,44290740.58,18782588.82,50427483.08,49616356.34,54003878.73,64158977.3,59342849.52
FA(20:5)n3,2,0,0,21134364.97,23671711.82,22824423.63,10363019.2,15487396.98,15355040.55,2260365.999,6058776.726,5902114.92,17299444.89,20726971.08,19299750.6
FA(20:5)n3,3,0,0,3301333.893,3641394.552,3629240.899,1582322.703,2329990.385,2253048.498,202453.8354,580124.7939,509967.717,2573056.63,3044870.457,2878237.919
FA(20:5)n3,4,0,0,946901.407,1045284.107,1056974.692,323343.0564,477754.2185,483048.7896,248153.4971,808710.1626,0,693013.8311,803506.3032,826748.9698
FA(20:5)n3,5,0,0,99721.89697,113694.1812,90436.93359,19563.27441,13870.2251,0,9010.862549,64226.44287,0,69285.27734,82531.06152,65030.95215
FA(20:5)n3,6,0,0,0,0,0,0,0,0,0,0,0,0,9041.041016,0
FA(20:5)n3,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FA(20:5)n3,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FA(20:5)n3,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FA(20:5)n3,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FA(20:5)n3,11,0,0,0,0,0,0,0,3531.067139,0,0,0,0,0,0
FA(20:5)n3,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FA(20:5)n3,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FA(20:5)n3,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FA(20:5)n3,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FA(20:5)n3,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FA(20:5)n3,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FA(20:5)n3,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FA(20:5)n3,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FA(20:5)n3,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FA(20:6)n3,0,3971116.008,3505635.92,3061501.592,2748929.893,6082386.313,2390100.864,2729904.121,2814491.834,1952467.161,2785417.657,2590957.796,2580983.015,2479121.469,2566393.576
FA(20:6)n3,1,712170.6694,681162.1831,545434.3032,507922.4282,1216702.868,453917.9954,564905.2517,578046.9246,358162.3792,526812.666,517059.012,543322.6694,513442.6968,476571.9529
FA(20:6)n3,2,0,0,0,24642.09399,79185.39453,0,17745.82129,12266.0896,0,24370.47437,17570.63672,12740.32227,15784.35669,30390.46655
FA(20:6)n3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FA(20:6)n3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FA(20:6)n3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FA(20:6)n3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FA(20:6)n3,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FA(20:6)n3,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FA(20:6)n3,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FA(20:6)n3,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FA(20:6)n3,11,0,0,0,0,0,423.4580078,0,1831.314697,0,0,0,0,0,0
FA(20:6)n3,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FA(20:6)n3,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FA(20:6)n3,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FA(20:6)n3,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FA(20:6)n3,16,0,0,0,0,0,94712.4585,0,0,0,0,0,0,0,0
FA(20:6)n3,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FA(20:6)n3,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FA(20:6)n3,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FA(20:6)n3,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FA(22:0),0,11876379.77,10134232.77,16583240.58,20137916.31,17286978.36,12669484.29,16880768.03,19295320.73,10780720.09,17232516.25,23261746.82,13347017.77,19122070.27,16852401.33
FA(22:0),1,2884368.508,2763041.259,3569869.681,4620016.654,4046640.873,3011710.714,3616560.269,4486583.175,2902679.079,4009764.295,5731316.529,3299732.598,4049442.429,3687204.237
FA(22:0),2,209478.2056,0,573203.0801,1561786.587,1486147.473,203995.2666,447380.0664,687158.5918,237626.1748,1039945.004,1747480.855,469109.1709,1563064.171,1269839.089
FA(22:0),3,0,0,47996.91113,303648.0356,268258.9678,0,0,44892.64355,0,183321.5679,322100.5806,16034.8999,301862.7759,207917.3711
FA(22:0),4,0,0,0,1610528.692,1486969.506,3811.623047,51440.42334,0,51238.92822,853395.4634,1539710.515,0,1679534.946,1123896.553
FA(22:0),5,0,0,19774.58105,368128.2769,312311.3521,0,0,0,0,124689.6558,265476.0313,0,351575.7017,232867.8232
FA(22:0),6,0,0,82651.55078,675459.3022,575945.8584,0,4636.862305,25314.01318,0,296349.3125,640453.2886,54923.14795,631803.374,405386.9575
FA(22:0),7,0,0,0,71313.18652,55627.47314,0,0,0,0,19828.34912,0,0,74699.20215,0
FA(22:0),8,0,0,0,0,8952.042969,0,0,0,0,0,0,0,41969.84863,0
FA(22:0),9,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FA(22:0),10,0,0,0,0,0,0,0,0,0,0,36252.01367,0,0,66578.19775
FA(22:0),11,0,0,0,0,0,0,0,0,0,0,0,0,0,14715.31104
FA(22:0),12,0,0,0,255818.2324,0,0,0,0,0,0,182000.1523,0,238829.9023,0
FA(22:0),13,0,0,0,186840.2754,0,0,0,0,0,46761.24707,176977.4175,0,0,58607.06738
FA(22:0),14,0,0,0,686090.3247,0,0,0,0,0,336559.6787,607685.1348,0,501067.1113,360798.9756
FA(22:0),15,0,0,97704.05615,380468.0293,0,0,0,0,0,157267.1699,323692.5605,0,182513.4268,123080.7671
FA(22:0),16,0,0,264738.7085,1312282.665,0,0,0,0,0,476747.689,973864.7866,66821.83301,714161.5337,447144.7881
FA(22:0),17,0,0,134818.6138,681713.3521,0,0,0,0,0,209384.2759,414829.374,0,221166.272,127219.0708
FA(22:0),18,0,0,306475.9854,1581170.312,0,0,0,0,22988.56152,512164.3496,1123903.163,0,627897.1226,439978.4956
FA(22:0),19,0,0,96957.8208,487105.208,0,0,0,0,0,116659.5391,290127.9063,0,121605.4302,0
FA(22:0),20,0,0,216265.5215,1161242.363,0,0,0,0,0,331848.6406,841571.9121,0,282955.1865,166092.0801
FA(22:0),21,0,0,0,217708.9736,0,0,0,0,0,7609.646484,62621.37695,0,24989.32715,0
FA(22:0),22,0,0,0,330723.541,303171.3579,0,0,0,0,57821.85742,194202.876,0,0,28679.64893
FA(22:1)n9,0,5589182.543,6860627.32,7070437.676,27983630.6,18629816.19,4504491.412,15821619.37,20778476.79,3063945.904,21755342.29,92138623.08,6741501.273,24668107.35,16208899.16
FA(22:1)n9,1,1294549.233,1584814.305,1956754.163,7984557.113,5598748.048,1197695.856,4127316.073,5912984.003,855530.0317,5956202.949,22772817.69,1597597.947,6128567.503,4058373.916
FA(22:1)n9,2,91319.01758,0,6985747.76,28032398.79,21704855.51,2596757.498,6677157.727,13405099.61,2758233.756,22969354.31,33419324.84,3130776.832,13716370.73,8784875.242
FA(22:1)n9,3,0,0,2464787.952,10262755.17,8295345.854,696990.7988,2242918.457,4389277.983,838981.1221,7394823.351,10216754.62,650029.1309,3624990.204,2047386.701
FA(22:1)n9,4,0,0,11517193.04,45788285.04,35868484.64,2292850.945,6472248.305,12352303.67,3556222.063,31038193.86,43128444.09,2132087.32,11094971.44,7159902.82
FA(22:1)n9,5,0,0,2229860.59,9305236.52,7169944.938,460798.5332,1176155.916,2223277.816,672686.7363,6078338.32,8384034.766,322264.2754,2102008.824,1241028.165
FA(22:1)n9,6,0,0,2512609.549,9705332.174,7446141.32,223773.7129,723863.9316,1172763.828,616416.1519,4979456.555,7703873.009,0,843509.7891,0
FA(22:1)n9,7,0,0,306279.9038,1546967.243,1254155.182,0,0,155052.4673,29226.37598,805321.9854,1107004.152,0,0,0
FA(22:1)n9,8,0,0,98816.62598,492310.2852,373465.626,0,0,0,0,268324.8281,510571.7871,0,11474.41309,0
FA(22:1)n9,9,0,0,19455.22461,151488.0342,123832.0264,0,0,0,0,0,197037.98,0,0,0
FA(22:1)n9,10,0,0,83819.42969,587733.4961,395723.4902,0,0,0,0,491890.5923,803144.5371,0,37921.36426,0
FA(22:1)n9,11,0,0,83199.53027,558792.7344,406325.041,0,0,0,0,294374.083,518761.3433,0,0,0
FA(22:1)n9,12,0,0,0,1958125.989,1541340.289,0,0,0,111847.9355,1367771.834,2253225.351,0,0,0
FA(22:1)n9,13,0,0,0,1409195.184,1368065.93,0,0,0,0,826175.3535,1341675.012,0,0,0
FA(22:1)n9,14,0,0,1026822,4908493.664,3580506.852,0,0,0,333743.3403,2926732.496,4079680.734,0,0,0
FA(22:1)n9,15,0,0,707466.3535,3570683.051,2826015.195,0,0,0,144299.9746,1646585.008,2251476.98,0,0,0
FA(22:1)n9,16,0,0,2175359.107,8894859.894,7222885.021,0,0,0,560447.3145,4399411.383,7126171.975,0,0,0
FA(22:1)n9,17,0,0,1239044.525,5410010.066,4362521.48,0,0,0,178692.2314,1934237.012,3227404.083,0,0,0
FA(22:1)n9,18,0,0,2625579.828,11114882.13,8962168.721,0,0,0,582609.8799,4895728.067,7343095.988,0,0,0
FA(22:1)n9,19,0,0,1113246.363,4619955.266,3517140.953,0,0,0,163568.8369,1487566.484,2424936.305,0,0,0
FA(22:1)n9,20,0,0,1915894.609,8500695.32,6864000.76,0,0,0,356615.1392,2835027.957,4573966.781,0,0,0
FA(22:1)n9,21,0,0,413827.9131,1924076.157,1481711.579,0,0,0,33528.78516,461026.3232,789267.9521,0,0,0
FA(22:1)n9,22,0,0,586207.1953,2870943.074,2391730.33,0,0,0,85576.42041,929489.2998,1491167.081,0,0,0
FA(22:1)nx,0,106206.5547,137132.6602,463188.7578,1578398.531,1053502.406,258996.9766,635849,2382659.828,274593.4531,1530441.063,3718290.031,557890.6953,1706698.531,962945.625
FA(22:1)nx,1,26889.54297,0,118190.1211,554117.1836,325150.7969,0,128442.3105,0,0,0,1083471.219,107669.6191,854452.9922,273914.293
FA(22:1)nx,2,0,0,0,2045565.344,1389494.844,95627.72363,344802.3711,1134774.242,217427.7188,1515697.219,2456389.531,410834.0234,1642640.547,774791.7813
FA(22:1)nx,3,0,0,232109.8467,653108.0469,531286.5703,30071.96924,104548.8438,333013.3008,43837.19043,486221.0938,731580.1406,98621.4502,419866.9336,624947.9814
FA(22:1)nx,4,0,0,803411.9297,3443591.375,2325738.844,99214.21289,0,782007.5234,280861.7813,1939364.063,2974880.969,244555.9492,2109451.922,0
FA(22:1)nx,5,0,0,215653.7578,806597.5625,517023.875,0,42283.56738,126463.6543,0,444422.3984,745057.1016,0,375348.9492,294879.1797
FA(22:1)nx,6,0,0,0,976046.1797,467559.9922,0,0,98916.05078,0,475309.5781,453138.6016,0,408656.375,269272.375
FA(22:1)nx,7,0,0,0,81506.54883,0,0,0,0,0,51003.96777,130357.8936,0,101635.458,71245.89941
FA(22:1)nx,8,0,0,0,50356.20703,0,0,0,0,0,0,0,0,80164.20117,37846.2417
FA(22:1)nx,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FA(22:1)nx,10,0,0,0,0,0,0,0,0,0,0,104157.541,0,116164.4854,0
FA(22:1)nx,11,0,0,0,0,77456.41943,0,0,0,0,0,51682.83643,0,105139.3755,0
FA(22:1)nx,12,0,0,0,0,178149.6445,0,0,0,0,158663.8301,247144.4512,0,255887.1328,204719.2051
FA(22:1)nx,13,0,0,0,0,126394.2383,0,0,0,0,122228.3818,140852.0742,0,144243.4814,77299.14258
FA(22:1)nx,14,0,0,176673.2773,582862.3828,525975.0078,0,0,0,0,342076.5469,441269.7109,0,335948.0234,199254.9727
FA(22:1)nx,15,0,0,84041.15723,411079.3984,278188.9883,0,0,0,0,237503.7461,281951.7344,0,165111.4609,0
FA(22:1)nx,16,0,0,254255.0332,1124879.203,697137.3125,0,0,0,57967.34619,398932.6289,700228.2656,0,446224.4414,280027.4844
FA(22:1)nx,17,0,0,193094.5107,808239.9609,912660.9336,0,0,0,12720.28076,185709.4297,386668.3984,0,119483.209,94499.80859
FA(22:1)nx,18,0,0,299745.6602,1416278.242,844731.2344,0,0,0,0,370833.9609,726272.2813,0,402391.6367,0
FA(22:1)nx,19,0,0,107289.6973,973647.418,455890.332,0,0,0,0,181824.8711,309558.8594,0,131248.8105,0
FA(22:1)nx,20,0,0,251085.2871,1131831.367,777216.8906,0,0,0,0,310158.1797,379445.8828,0,273544.0371,167773.0996
FA(22:1)nx,21,0,0,23352.40234,223788.8496,199122.9453,0,0,0,0,58006.46973,111519.1362,0,0,0
FA(22:1)nx,22,0,0,65532.30664,350858.2617,0,0,0,0,0,78637.4707,199913,0,38220.61426,0
FA(22:1)ny,0,242118.5977,326596.3809,280338.5117,879341.4922,767418.7734,503180.7124,398129.0898,623370.2461,111187.2031,631075.8086,2001182.219,497823.291,1246202.42,1071063.617
FA(22:1)ny,1,0,0,0,262560.1836,264845.8213,0,0,154523.9063,0,171100.4727,530009.3691,0,194636.4023,193892.9473
FA(22:1)ny,2,0,0,0,627271.9824,489267.7344,0,0,208513.4463,0,433940.791,0,0,518930.7109,297666.0527
FA(22:1)ny,3,0,0,0,136171.7959,210788.5693,0,0,0,0,113755.5918,0,0,119077.1733,69240.65332
FA(22:1)ny,4,0,0,192328.2832,812363.4883,743166.3887,0,0,143515.4053,0,554997.1406,765689.125,0,569546.166,364967.6348
FA(22:1)ny,5,0,0,6555.94043,164650.3369,186125.0161,0,0,0,0,91747.24902,143181.4829,0,104927.126,64301.15771
FA(22:1)ny,6,0,0,0,244949.8916,242201.4517,0,0,0,0,103118.0439,190256.6006,0,0,99092.24268
FA(22:1)ny,7,0,0,0,0,23604.18262,0,0,0,0,0,0,0,0,0
FA(22:1)ny,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FA(22:1)ny,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FA(22:1)ny,10,0,0,0,0,0,0,0,0,0,0,0,0,3378.931641,5948.98877
FA(22:1)ny,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FA(22:1)ny,12,0,0,0,34437.19727,18143.78223,0,0,0,0,0,14505.01367,0,0,0
FA(22:1)ny,13,0,0,0,0,14659.71582,0,0,0,0,0,0,0,7966.401367,0
FA(22:1)ny,14,0,0,0,71904.98047,117252.9795,0,0,0,0,40098.69434,0,0,100292.333,44486.44678
FA(22:1)ny,15,0,0,0,72774.68164,89667.4917,0,0,0,0,0,0,0,0,9887.037598
FA(22:1)ny,16,0,0,0,273482.9854,229653.3652,0,0,0,0,90052.09619,0,0,0,58969.23926
FA(22:1)ny,17,0,0,0,170376.4634,111853.7031,0,0,0,0,20213.89063,50046.79541,0,0,8970.484863
